createur,voie,commanditaire,page_annonceuse,debut_diffusion,plateformes,ad_id,extrait,url_apercu
@armoiredebebe,pseudo ecrit tel quel,CLIPP,Tétine Clipp,2026-03-18,instagram,1174078578015042,🎁 CONCOURS CLIPP x L'ARMOIRE DE BÉBÉ 🎁  Peut-être que c’est bientôt le moment pour votre enfant de dire au revoir à la tétine… Alors on a pensé à vous 💛 On vous fait gagner le lot parfait pour accompagner cette étape !  À gagner : ✨ Une tétine de sevrage Clipp 📖 Le livre P’tit Loup n’a plus besoin d,https://www.facebook.com/ads/archive/render_ad/?id=1174078578015042&access_token=JETON_RETIRE
@pamplemousse_peluches,pseudo ecrit tel quel,CLIPP,Tétine Clipp,2025-12-12,instagram,1174028561029846,"🎄 CONCOURS CLIPP x PAMPLEMOUSSE PELUCHES 🎄  Avant-dernière surprise de décembre ! ✨ Pour rendre ce mois encore plus magique, Clipp et @pamplemousse_peluches vous gâtent avec un cadeau tout doux : le doudou oie Astrid 🧡 Un doudou tout doux, en velours bio et fausse fourrure, avec yeux brodés, attache",https://www.facebook.com/ads/archive/render_ad/?id=1174028561029846&access_token=JETON_RETIRE
yeux,vocabulaire de collaboration,CLIPP,Tétine Clipp,2025-12-12,instagram,1174028561029846,"🎄 CONCOURS CLIPP x PAMPLEMOUSSE PELUCHES 🎄  Avant-dernière surprise de décembre ! ✨ Pour rendre ce mois encore plus magique, Clipp et @pamplemousse_peluches vous gâtent avec un cadeau tout doux : le doudou oie Astrid 🧡 Un doudou tout doux, en velours bio et fausse fourrure, avec yeux brodés, attache",https://www.facebook.com/ads/archive/render_ad/?id=1174028561029846&access_token=JETON_RETIRE
@play.carpeto,pseudo ecrit tel quel,CLIPP,Tétine Clipp,2025-12-06,instagram,1985012062063078,"🎄 CONCOURS CLIPP x CARPETO 🎄  Deuxième surprise de décembre ! ✨ Aujourd’hui, Clipp collabore avec la superbe marque française Carpeto pour vous gâter : on vous offre le tapis de jeu “Trésor des Caraïbes” (en taille S), qui fera de votre enfant un vrai petit pirate prêt à conquérir les mers 🏴‍☠️🌊  Po",https://www.facebook.com/ads/archive/render_ad/?id=1985012062063078&access_token=JETON_RETIRE
@cleene_fr,pseudo ecrit tel quel,CLIPP,Tétine Clipp,2025-12-02,instagram,851024494210726,"🎄 CONCOURS CLIPP x C’LEENE 🎄  Première surprise de décembre ! ✨ Pour bien commencer ce mois magique, Clipp s’associe à la jolie marque française C’leene pour vous gâter : on vous offre un dentifrice enfant (0-6 ans, goût fraise 🍓), parfait pour rendre le rituel de brossage des petits encore plus dou",https://www.facebook.com/ads/archive/render_ad/?id=851024494210726&access_token=JETON_RETIRE
commentaire,vocabulaire de collaboration,CLIPP,Tétine Clipp,2025-09-08,facebook | instagram,1416703846085145,CONCOURS 🌈✨ Envie d’aider votre enfant à arrêter facilement la tétine ? 😉 Nous mettons en jeu 3 tétines couleur (il y aura donc 3 gagnants). ❤️  Pour participer :  - Suivre @tetineclipp - Liker ce post - Taguer une personne par commentaire (plusieurs com = plus de chance de gagner 🤫).  ✨ Bonus : par,https://www.facebook.com/ads/archive/render_ad/?id=1416703846085145&access_token=JETON_RETIRE
exemple,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-08-26,facebook | instagram | audience_network | threads,1542910957065691,Mission du jour : réussir le pique-nique parfait. 🧺✨  Étape 1 : trouver un coin sympa Étape 2 : remplir le panier de bonnes choses (ton infusion Clipper Teas pref par exemple) Étape 3 : ramener tes besties 🫶🏼  Tague tes coéquipiers de pique-nique en commentaire ☀️  #ClipperTeas #Infusions #Thés #Sum,https://www.facebook.com/ads/archive/render_ad/?id=1542910957065691&access_token=JETON_RETIRE
exemple,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-08-26,facebook | instagram | audience_network | threads,27620535454312927,Mission du jour : réussir le pique-nique parfait. 🧺✨  Étape 1 : trouver un coin sympa Étape 2 : remplir le panier de bonnes choses (ton infusion Clipper Teas pref par exemple) Étape 3 : ramener tes besties 🫶🏼  Tague tes coéquipiers de pique-nique en commentaire ☀️  #ClipperTeas #Infusions #Thés #Sum,https://www.facebook.com/ads/archive/render_ad/?id=27620535454312927&access_token=JETON_RETIRE
L'ÉTÉ,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-07-20,facebook | instagram | audience_network | messenger | threads,4469888576614446,THE RECETTE DE L'ÉTÉ 🍑  Une infusion glacée ultra fresh et fruitée parfaite pour chiller.  Pour ça il faut :  1 sachet de thé vert citron Clipper Teas 🫖 Citrons + pêches fraîches 🍑🍋 Un trait de sirop de framboise pour la touche sucrée 🍓 Glaçons 🧊  Le petit + ? Ça marche avec toutes les infusions Cli,https://www.facebook.com/ads/archive/render_ad/?id=4469888576614446&access_token=JETON_RETIRE
L'ÉTÉ,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-07-20,facebook | instagram | audience_network | threads,1928779421167091,THE RECETTE DE L'ÉTÉ 🍑  Une infusion glacée ultra fresh et fruitée parfaite pour chiller.  Pour ça il faut :  1 sachet de thé vert citron Clipper Teas 🫖 Citrons + pêches fraîches 🍑🍋 Un trait de sirop de framboise pour la touche sucrée 🍓 Glaçons 🧊  Le petit + ? Ça marche avec toutes les infusions Cli,https://www.facebook.com/ads/archive/render_ad/?id=1928779421167091&access_token=JETON_RETIRE
@clipperteasfr,pseudo ecrit tel quel,CLIPP,Clipper Teas,2026-05-05,facebook | instagram | audience_network | messenger | whatsapp | threads,1132511213275778,"24h dans mon assiette ! ✨ Elle vous plaisent ces recettes ? 🍓😍  J’ai découvert la marque @clipperteasfr lors d’un événement, et depuis, elle fait partie de ma routine. 🫖  Commente « RECETTES » et je t’envoie le détail des recettes en DM 💌   🍓 Petit-déj — Smoothie bowl bananes, fruits rouges et floco",https://www.facebook.com/ads/archive/render_ad/?id=1132511213275778&access_token=JETON_RETIRE
nouilles,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-05,facebook | instagram | audience_network | messenger | whatsapp | threads,1132511213275778,"24h dans mon assiette ! ✨ Elle vous plaisent ces recettes ? 🍓😍  J’ai découvert la marque @clipperteasfr lors d’un événement, et depuis, elle fait partie de ma routine. 🫖  Commente « RECETTES » et je t’envoie le détail des recettes en DM 💌   🍓 Petit-déj — Smoothie bowl bananes, fruits rouges et floco",https://www.facebook.com/ads/archive/render_ad/?id=1132511213275778&access_token=JETON_RETIRE
l’infusion,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-05,facebook | instagram | audience_network | messenger | whatsapp | threads,1132511213275778,"24h dans mon assiette ! ✨ Elle vous plaisent ces recettes ? 🍓😍  J’ai découvert la marque @clipperteasfr lors d’un événement, et depuis, elle fait partie de ma routine. 🫖  Commente « RECETTES » et je t’envoie le détail des recettes en DM 💌   🍓 Petit-déj — Smoothie bowl bananes, fruits rouges et floco",https://www.facebook.com/ads/archive/render_ad/?id=1132511213275778&access_token=JETON_RETIRE
@clipperteasfr,pseudo ecrit tel quel,CLIPP,Clipper Teas,2026-05-05,facebook | instagram | audience_network | whatsapp | threads,2857694804575083,"24h dans mon assiette ! ✨ Elle vous plaisent ces recettes ? 🍓😍  J’ai découvert la marque @clipperteasfr lors d’un événement, et depuis, elle fait partie de ma routine. 🫖  Commente « RECETTES » et je t’envoie le détail des recettes en DM 💌   🍓 Petit-déj — Smoothie bowl bananes, fruits rouges et floco",https://www.facebook.com/ads/archive/render_ad/?id=2857694804575083&access_token=JETON_RETIRE
nouilles,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-05,facebook | instagram | audience_network | whatsapp | threads,2857694804575083,"24h dans mon assiette ! ✨ Elle vous plaisent ces recettes ? 🍓😍  J’ai découvert la marque @clipperteasfr lors d’un événement, et depuis, elle fait partie de ma routine. 🫖  Commente « RECETTES » et je t’envoie le détail des recettes en DM 💌   🍓 Petit-déj — Smoothie bowl bananes, fruits rouges et floco",https://www.facebook.com/ads/archive/render_ad/?id=2857694804575083&access_token=JETON_RETIRE
l’infusion,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-05,facebook | instagram | audience_network | whatsapp | threads,2857694804575083,"24h dans mon assiette ! ✨ Elle vous plaisent ces recettes ? 🍓😍  J’ai découvert la marque @clipperteasfr lors d’un événement, et depuis, elle fait partie de ma routine. 🫖  Commente « RECETTES » et je t’envoie le détail des recettes en DM 💌   🍓 Petit-déj — Smoothie bowl bananes, fruits rouges et floco",https://www.facebook.com/ads/archive/render_ad/?id=2857694804575083&access_token=JETON_RETIRE
@clipperteasfr,pseudo ecrit tel quel,CLIPP,Clipper Teas,2026-05-04,facebook | instagram | audience_network | messenger | whatsapp | threads,931414869661968,"Une journée in my cup of tea avec @clipperteasfr ☕️🇬🇧  🫖 Il ne se passe pas une seule journée sans que je boive une boisson chaude, et j’adore alterner selon mon mood et le moment de la journée ✨  Les Clipper Teas sont mes préférées parce que : • Bio et avec certains ingrédients issus du commerce éq",https://www.facebook.com/ads/archive/render_ad/?id=931414869661968&access_token=JETON_RETIRE
certains,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-04,facebook | instagram | audience_network | messenger | whatsapp | threads,931414869661968,"Une journée in my cup of tea avec @clipperteasfr ☕️🇬🇧  🫖 Il ne se passe pas une seule journée sans que je boive une boisson chaude, et j’adore alterner selon mon mood et le moment de la journée ✨  Les Clipper Teas sont mes préférées parce que : • Bio et avec certains ingrédients issus du commerce éq",https://www.facebook.com/ads/archive/render_ad/?id=931414869661968&access_token=JETON_RETIRE
@clipperteasfr,pseudo ecrit tel quel,CLIPP,Clipper Teas,2026-05-04,facebook | instagram | audience_network | whatsapp | threads,1325333076151658,"Une journée in my cup of tea avec @clipperteasfr ☕️🇬🇧  🫖 Il ne se passe pas une seule journée sans que je boive une boisson chaude, et j’adore alterner selon mon mood et le moment de la journée ✨  Les Clipper Teas sont mes préférées parce que : • Bio et avec certains ingrédients issus du commerce éq",https://www.facebook.com/ads/archive/render_ad/?id=1325333076151658&access_token=JETON_RETIRE
certains,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-04,facebook | instagram | audience_network | whatsapp | threads,1325333076151658,"Une journée in my cup of tea avec @clipperteasfr ☕️🇬🇧  🫖 Il ne se passe pas une seule journée sans que je boive une boisson chaude, et j’adore alterner selon mon mood et le moment de la journée ✨  Les Clipper Teas sont mes préférées parce que : • Bio et avec certains ingrédients issus du commerce éq",https://www.facebook.com/ads/archive/render_ad/?id=1325333076151658&access_token=JETON_RETIRE
@clipperteasfr,pseudo ecrit tel quel,CLIPP,Clipper Teas,2026-04-24,facebook | instagram | audience_network | messenger | whatsapp | threads,2161941544593020,"Et si la nature s’invitait à paris ? C’est le défi qu’a relevé Clippers Teas, en déposant ses valises à Bercy Village. Et quoi de mieux que des infusions, des thés et de la couleur pour ramener un peu de nature dans la ville Lumière. 🇫🇷  Quoi ? Tu ne connais pas @clipperteasfr ? Moi je suis sur que ",https://www.facebook.com/ads/archive/render_ad/?id=2161941544593020&access_token=JETON_RETIRE
@clipperteasfr,pseudo ecrit tel quel,CLIPP,Clipper Teas,2026-04-24,facebook | instagram | audience_network | whatsapp | threads,1200042222056265,"Et si la nature s’invitait à paris ? C’est le défi qu’a relevé Clippers Teas, en déposant ses valises à Bercy Village. Et quoi de mieux que des infusions, des thés et de la couleur pour ramener un peu de nature dans la ville Lumière. 🇫🇷  Quoi ? Tu ne connais pas @clipperteasfr ? Moi je suis sur que ",https://www.facebook.com/ads/archive/render_ad/?id=1200042222056265&access_token=JETON_RETIRE
plein,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-04-23,facebook | instagram | audience_network | messenger | whatsapp | threads,1545205277022511,Clap de fin pour la Delicious Street ✨  Merci à toutes et à tous d’être venus partager ces beaux moments avec nous 💛  On repart avec plein de delicious memories (et de good vibes) et surtout… l’envie de recommencer très vite 😏  #ClipperTeas #DeliciousStreet #Infusions #Thés ,https://www.facebook.com/ads/archive/render_ad/?id=1545205277022511&access_token=JETON_RETIRE
plein,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-04-23,facebook | instagram | audience_network | whatsapp | threads,1447864183277957,Clap de fin pour la Delicious Street ✨  Merci à toutes et à tous d’être venus partager ces beaux moments avec nous 💛  On repart avec plein de delicious memories (et de good vibes) et surtout… l’envie de recommencer très vite 😏  #ClipperTeas #DeliciousStreet #Infusions #Thés ,https://www.facebook.com/ads/archive/render_ad/?id=1447864183277957&access_token=JETON_RETIRE
@clipperteasfr,pseudo ecrit tel quel,CLIPP,Clipper Teas,2026-04-21,facebook | instagram | audience_network | messenger | whatsapp | threads,1253661320262755,"Et parfois marcher +… ça commence juste par descendre quelques stations avant.   Ce jour-là, direction Bercy Village pour découvrir l’univers de @clipperteasfr et la Delicious street   Résultat : plus de 16 000 pas,un parc en fleurs, et une pause thé au soleil pour rester bien hydraté   Parce que no",https://www.facebook.com/ads/archive/render_ad/?id=1253661320262755&access_token=JETON_RETIRE
